TARGET,DerogCnt,CollectCnt,BanruptcyInd,InqCnt06,InqTimeLast,InqFinanceCnt24,TLTimeFirst,TLTimeLast,TLCnt03,TLCnt12,TLCnt24,TLCnt,TLSum,TLMaxSum,TLSatCnt,TLDel60Cnt,TLBadCnt24,TL75UtilCnt,TL50UtilCnt,TLBalHCPct,TLSatPct,TLDel3060Cnt24,TLDel90Cnt24,TLDel60CntAll,TLOpenPct,TLBadDerogCnt,TLDel60Cnt24,TLOpen24Pct
0,0,0,0,3,5.0,1,84,2,1,3,5,12.0,23624.0,45792.0,19.0,0,0,4.0,5.0,0.5158999999999999,0.75,0,0,0,0.6,0,0,0.4167
0,1,0,1,0,10.0,0,239,8,0,3,4,6.0,56740.0,62203.0,16.0,2,1,3.0,3.0,0.9122,0.4762,0,1,3,0.28569999999999995,1,1,0.6667
0,3,0,0,5,1.0,7,116,14,0,0,1,4.0,187.0,1113.0,9.0,3,3,0.0,0.0,0.16799999999999998,0.5,0,3,7,0.3333,3,3,0.25
0,0,0,0,0,15.0,0,138,27,0,0,0,8.0,15.0,7770.0,16.0,3,1,0.0,0.0,0.0019,0.2727,3,5,8,0.3636,5,8,0.0
0,2,2,0,5,1.0,5,83,1,1,1,2,2.0,986.0,1256.0,3.0,1,0,1.0,2.0,0.7849999999999999,0.3333,0,0,1,0.3333,2,0,1.0
0,0,0,0,0,9999.0,0,51,8,0,2,2,11.0,22245.0,43039.0,15.0,0,0,6.0,7.0,0.5168999999999999,0.875,0,0,0,0.6875,0,0,0.1818
0,0,0,0,3,1.0,1,314,14,0,0,3,3.0,7582.0,17098.0,7.0,1,0,0.0,0.0,0.4434,0.3,2,0,1,0.3,0,1,1.0
0,0,0,0,2,2.0,4,20,5,0,2,3,2.0,863.0,1000.0,2.0,0,0,2.0,2.0,0.863,0.6667,0,0,0,0.6667,0,0,1.5
0,1,1,0,1,2.0,3,82,6,0,1,1,3.0,2979.0,2979.0,3.0,1,1,1.0,1.0,1.0,0.5,0,1,2,0.75,2,1,0.3333
0,0,0,0,1,6.0,3,414,4,0,1,2,13.0,28100.0,59928.0,22.0,0,0,7.0,8.0,0.4689,0.6521999999999999,2,0,4,0.5651999999999999,0,1,0.1538
0,0,0,0,4,1.0,1,375,6,0,2,7,11.0,30102.0,32257.0,12.0,0,0,8.0,8.0,0.9332,0.8462,0,0,0,0.8462,0,0,0.6364
0,0,0,0,2,1.0,3,330,4,0,1,4,21.0,60393.0,100435.0,42.0,0,0,7.0,13.0,0.6013,0.5625,2,0,1,0.4375,0,1,0.1905
0,0,0,0,2,1.0,7,129,6,0,3,7,11.0,32933.0,44135.0,22.0,0,0,4.0,6.0,0.7462,0.8261,0,0,1,0.4783,0,0,0.6364
0,0,0,0,0,8.0,0,13,13,0,0,1,1.0,913.0,924.0,1.0,0,0,1.0,1.0,0.9881,1.0,0,0,0,1.0,0,0,1.0
0,0,0,0,2,1.0,1,103,4,0,5,6,6.0,27102.0,32985.0,8.0,0,0,4.0,4.0,0.8216,0.875,0,0,0,0.75,0,0,1.0
0,4,2,1,2,1.0,5,380,29,0,0,0,2.0,921.0,1250.0,6.0,9,0,0.0,1.0,0.7367999999999999,0.13329999999999995,0,0,10,0.13329999999999995,2,0,0.0
1,1,1,0,2,0.0,3,286,6,0,2,6,6.0,26853.0,33562.0,5.0,6,2,3.0,4.0,0.8000999999999999,0.1538,1,5,6,0.4615,5,5,1.0
0,0,0,0,2,0.0,1,290,3,1,1,2,5.0,5307.0,25626.0,5.0,0,0,1.0,1.0,0.2071,0.6667,0,0,0,0.8332999999999999,0,0,0.4
0,0,0,0,0,7.0,1,201,13,0,0,6,7.0,44456.0,49825.0,16.0,0,0,5.0,5.0,0.8922,0.6875,0,0,0,0.4375,0,0,0.8571
0,0,0,0,4,1.0,0,188,17,0,0,3,14.0,30021.0,46475.0,19.0,1,1,6.0,8.0,0.6459999999999999,0.625,0,1,1,0.5832999999999999,1,1,0.2143
0,0,0,0,4,1.0,6,100,4,0,2,4,5.0,2524.0,2997.0,9.0,0,0,2.0,3.0,0.8422,0.6,0,0,0,0.5,0,0,0.7999999999999999
0,1,0,1,2,3.0,4,187,5,0,1,1,10.0,20936.0,40688.0,14.0,13,0,5.0,5.0,0.5145,0.3571,0,0,13,0.3571,0,0,0.1
1,0,0,0,0,15.0,0,175,25,0,0,0,10.0,36424.0,61036.0,17.0,1,0,4.0,5.0,0.5968,0.6111,1,0,1,0.5556,0,0,0.0
0,0,0,0,0,8.0,2,98,11,0,1,2,7.0,3814.0,6431.0,13.0,1,0,3.0,5.0,0.5931,0.6428999999999999,0,0,1,0.5,0,0,0.28569999999999995
0,1,1,0,0,17.0,0,85,2,1,1,1,3.0,587.0,1102.0,3.0,3,1,1.0,1.0,0.5327,0.125,0,2,5,0.375,2,2,0.3333
0,1,0,0,1,1.0,0,169,1,1,1,2,10.0,14690.0,46727.0,14.0,0,0,0.0,1.0,0.3144,0.5,3,0,3,0.625,0,2,0.2
0,1,0,1,2,3.0,3,28,3,2,3,8,7.0,39971.0,43295.0,10.0,0,0,5.0,5.0,0.9232,0.9091,0,0,0,0.6364,0,0,1.1428999999999998
1,2,2,0,5,0.0,6,177,8,0,1,7,9.0,56432.0,75953.0,19.0,1,1,4.0,7.0,0.743,0.381,3,1,2,0.4286,2,2,0.7777999999999999
1,8,7,0,0,23.0,1,129,16,0,0,2,3.0,8526.0,9602.0,1.0,2,2,3.0,3.0,0.8878999999999999,0.0,0,2,2,0.75,9,2,0.6667
0,0,0,0,2,3.0,0,205,4,0,3,3,13.0,57088.0,69893.0,21.0,0,0,7.0,11.0,0.8168,0.6818,0,0,1,0.5909,0,0,0.2308
1,1,0,1,8,1.0,6,168,7,0,1,4,6.0,19415.0,35027.0,9.0,16,0,3.0,4.0,0.5542999999999999,0.14809999999999998,3,2,18,0.2222,2,4,0.6667
0,4,4,0,5,1.0,12,148,6,0,2,3,7.0,7669.0,10219.0,18.0,1,0,3.0,3.0,0.7505,0.4545,2,2,10,0.3182,2,3,0.4286
0,0,0,0,2,2.0,1,201,9,0,1,2,7.0,23879.0,46223.0,15.0,0,0,2.0,3.0,0.5166,0.625,0,0,0,0.4375,0,0,0.28569999999999995
1,0,0,0,1,6.0,2,129,8,0,1,3,14.0,15335.0,26706.0,23.0,0,0,4.0,7.0,0.5741999999999999,0.48,3,0,0,0.5599999999999999,0,0,0.2143
0,0,0,0,2,1.0,0,95,3,1,4,5,13.0,36007.0,55804.0,15.0,1,0,5.0,7.0,0.6452,0.6086999999999999,0,1,1,0.5651999999999999,1,1,0.3846
1,6,3,0,1,0.0,0,59,8,0,2,3,3.0,706.0,716.0,4.0,2,1,2.0,2.0,0.986,0.5,0,1,2,0.5,4,1,1.0
0,2,0,1,2,2.0,1,129,5,0,5,7,13.0,23210.0,25638.0,21.0,2,1,9.0,10.0,0.9053,0.625,0,1,2,0.5417,1,1,0.5385
1,2,2,0,8,1.0,9,96,3,1,1,1,1.0,698.0,630.0,3.0,2,2,1.0,1.0,1.1079,0.4,0,2,2,0.2,3,2,1.0
0,0,0,0,4,1.0,4,113,2,1,8,11,16.0,31457.0,48222.0,26.0,0,0,3.0,5.0,0.6523,0.5861999999999999,0,0,1,0.5517,0,0,0.6875
0,4,3,1,2,0.0,3,250,87,0,0,0,3.0,128.0,5128.0,3.0,2,2,1.0,1.0,0.025,0.4,0,2,4,0.6,3,2,0.0
0,5,4,0,2,1.0,4,117,7,0,2,5,4.0,15401.0,16445.0,17.0,1,0,1.0,2.0,0.9365,0.3,1,2,5,0.2,6,2,1.25
0,0,0,0,3,1.0,0,52,3,1,3,6,9.0,6576.0,7095.0,8.0,0,0,6.0,6.0,0.9268,0.8888999999999999,0,0,0,1.0,0,0,0.6667
0,8,3,1,10,1.0,18,81,3,2,7,12,9.0,13361.0,13449.0,18.0,0,0,5.0,5.0,0.9935,0.6499999999999999,0,0,0,0.45,0,0,1.3333
0,0,0,0,0,15.0,1,304,4,0,1,4,9.0,25577.0,37193.0,19.0,0,0,4.0,5.0,0.6877,0.5499999999999999,0,0,0,0.45,0,0,0.4444
0,0,0,0,0,10.0,2,283,2,2,8,9,18.0,26800.0,69001.0,26.0,0,0,1.0,1.0,0.3884,0.6551999999999999,3,0,0,0.6206999999999999,0,0,0.5
0,7,5,0,3,1.0,3,27,26,0,0,0,1.0,6911.0,9670.0,1.0,1,1,0.0,1.0,0.7146999999999999,0.0,2,1,2,0.5,4,2,0.0
0,0,0,0,5,0.0,9,91,4,0,5,7,4.0,3490.0,3917.0,20.0,0,0,4.0,4.0,0.8909999999999999,0.5713999999999999,0,0,0,0.1905,0,0,1.75
0,0,0,0,0,9999.0,0,232,8,0,1,3,7.0,1891.0,4704.0,6.0,0,0,1.0,3.0,0.402,0.7142999999999999,0,0,0,1.0,0,0,0.4286
0,5,0,0,2,1.0,1,121,8,0,1,1,5.0,17617.0,41278.0,8.0,0,0,2.0,3.0,0.4268,0.4,0,0,4,0.5,0,0,0.2
0,7,5,0,3,1.0,1,129,33,0,0,0,2.0,1699.0,1714.0,6.0,7,3,2.0,2.0,0.9912,0.0769,0,7,12,0.1538,10,7,0.0
0,0,0,0,1,4.0,7,334,4,0,1,4,5.0,15067.0,18627.0,8.0,4,3,3.0,3.0,0.8089,0.2,3,4,6,0.3333,4,5,0.7999999999999999
0,4,2,0,2,0.0,2,339,1,2,4,6,6.0,16719.0,20837.0,20.0,2,1,2.0,3.0,0.8023999999999999,0.375,0,1,4,0.25,1,1,1.0
1,2,2,0,2,0.0,4,248,7,0,3,7,14.0,30265.0,44493.0,28.0,0,0,7.0,9.0,0.6801999999999999,0.6333,2,0,1,0.4667,2,1,0.5
0,0,0,0,5,1.0,0,44,2,1,2,15,17.0,45865.0,85747.0,19.0,0,0,5.0,7.0,0.5348999999999999,0.7826,0,0,0,0.7391,0,0,0.8824
0,6,0,0,2,0.0,1,210,30,0,0,0,7.0,4469.0,7879.0,11.0,0,0,2.0,3.0,0.5671999999999999,0.75,0,0,0,0.5832999999999999,0,0,0.0
0,3,2,0,6,1.0,2,98,15,0,0,1,6.0,17344.0,42813.0,9.0,1,0,3.0,3.0,0.4051,0.6364,2,0,1,0.5455,2,1,0.1667
0,0,0,0,3,1.0,4,22,3,1,2,3,3.0,11668.0,19507.0,2.0,1,0,1.0,2.0,0.5981,0.5,0,0,0,0.75,0,0,1.0
0,0,0,0,0,8.0,2,51,8,0,2,3,4.0,1180.0,2049.0,9.0,0,0,1.0,3.0,0.5759,0.7,0,0,0,0.4,0,0,0.75
0,0,0,0,2,0.0,1,115,2,2,3,11,8.0,24697.0,27934.0,24.0,0,0,4.0,5.0,0.8841,0.5861999999999999,2,0,1,0.2759,0,1,1.375
0,2,1,1,8,1.0,3,107,8,0,4,5,12.0,35444.0,36088.0,14.0,0,0,9.0,9.0,0.9822,0.6470999999999999,1,0,0,0.7059,1,0,0.4167
0,0,0,0,0,9999.0,0,225,4,0,2,3,14.0,33070.0,58204.0,22.0,0,0,4.0,4.0,0.5681999999999999,0.8261,0,0,0,0.6086999999999999,0,0,0.2143
0,0,0,0,0,9999.0,0,372,10,0,1,2,17.0,69212.0,115197.0,26.0,0,0,4.0,7.0,0.6007999999999999,0.6667,0,0,0,0.6295999999999999,0,0,0.1176
1,0,0,0,8,1.0,10,124,4,0,6,9,12.0,44329.0,47349.0,22.0,0,0,8.0,9.0,0.9362,0.7082999999999999,1,0,2,0.5,0,0,0.75
0,9,5,0,0,11.0,0,98,53,0,0,0,1.0,0.0,0.0,3.0,2,0,0.0,0.0,0.0,0.2,0,0,2,0.2,4,0,0.0
0,0,0,0,6,0.0,8,254,7,0,1,5,24.0,32214.0,109646.0,30.0,0,0,3.0,4.0,0.29379999999999995,0.7813,0,0,0,0.75,0,0,0.2083
0,0,0,0,2,3.0,2,230,3,1,4,5,19.0,28279.0,68717.0,27.0,0,0,2.0,7.0,0.4115,0.6333,2,0,1,0.6333,0,1,0.2632
1,4,4,0,13,1.0,27,42,2,1,2,3,3.0,5066.0,6354.0,3.0,1,0,2.0,2.0,0.7972999999999999,0.4286,0,0,1,0.4286,4,0,1.0
0,0,0,0,3,1.0,1,104,3,1,3,10,9.0,19768.0,25494.0,13.0,0,0,4.0,8.0,0.7754,0.75,0,0,1,0.5625,0,0,1.1111
0,0,0,0,2,1.0,4,270,3,1,2,4,7.0,20200.0,27703.0,13.0,0,0,2.0,3.0,0.7292,0.7142999999999999,0,1,5,0.5,1,1,0.5713999999999999
0,0,0,0,0,9999.0,0,277,9,0,1,1,11.0,22916.0,41505.0,14.0,0,0,2.0,5.0,0.5520999999999999,0.7333,0,0,0,0.7333,0,0,0.0909
0,3,2,1,9,2.0,6,285,2,2,5,6,9.0,13541.0,19123.0,12.0,7,1,4.0,5.0,0.7081,0.3333,0,1,8,0.4286,2,1,0.6667
0,2,1,0,7,2.0,1,226,5,0,1,4,6.0,11493.0,11987.0,13.0,1,1,3.0,4.0,0.9588,0.2667,3,1,2,0.4,3,2,0.6667
1,1,0,0,4,1.0,2,93,20,0,0,2,19.0,40795.0,67014.0,24.0,2,2,7.0,7.0,0.6087999999999999,0.5172,3,4,6,0.6551999999999999,4,5,0.1053
0,0,0,0,7,1.0,2,152,2,1,2,4,4.0,7049.0,7911.0,9.0,1,1,2.0,3.0,0.8909999999999999,0.3077,0,1,3,0.3077,1,1,1.0
0,1,0,1,5,1.0,3,183,3,3,8,8,13.0,51614.0,70106.0,27.0,0,0,7.0,8.0,0.7362,0.6071,0,0,0,0.4643,0,0,0.6154
1,0,0,0,3,0.0,2,446,9,0,2,9,26.0,65165.0,126906.0,33.0,0,0,5.0,7.0,0.5135,0.7837999999999999,3,0,0,0.7027,0,0,0.34619999999999995
0,1,0,1,2,1.0,0,187,19,0,0,1,3.0,2370.0,2998.0,5.0,5,2,1.0,2.0,0.7905,0.2,0,3,6,0.3,3,3,0.3333
1,0,0,0,1,2.0,1,337,11,0,2,4,17.0,45492.0,44666.0,14.0,0,0,9.0,12.0,1.0185,0.3103,3,0,1,0.5861999999999999,0,0,0.2353
0,3,1,0,5,1.0,4,246,2,1,1,1,2.0,149.0,149.0,3.0,2,0,1.0,1.0,1.0,0.1429,2,0,4,0.28569999999999995,1,1,0.5
0,0,0,0,0,11.0,1,185,11,0,1,4,11.0,16167.0,69969.0,20.0,0,0,0.0,2.0,0.2311,0.75,0,0,1,0.5499999999999999,0,0,0.3636
1,1,1,0,1,1.0,0,134,3,1,3,7,16.0,35996.0,42432.0,18.0,0,0,9.0,11.0,0.8482999999999999,0.3846,3,0,0,0.6154,0,0,0.4375
0,0,0,0,5,1.0,2,156,10,0,2,8,20.0,10641.0,55166.0,28.0,0,0,1.0,1.0,0.1929,0.8928999999999999,0,0,2,0.7142999999999999,0,0,0.4
1,5,3,0,4,1.0,11,89,3,1,3,6,7.0,13106.0,14161.0,14.0,0,0,4.0,5.0,0.9255,0.375,2,1,2,0.4375,6,2,0.8571
0,0,0,0,1,0.0,0,109,12,0,1,6,11.0,25817.0,51304.0,20.0,0,0,3.0,4.0,0.5032,0.5909,0,0,0,0.5,0,0,0.5455
0,0,0,0,1,1.0,2,280,17,0,0,2,18.0,68634.0,95766.0,33.0,0,0,6.0,8.0,0.7166999999999999,0.7273,0,0,1,0.5455,0,0,0.1111
0,1,0,0,0,9999.0,0,251,5,0,2,3,6.0,50305.0,73498.0,11.0,4,3,3.0,4.0,0.6843999999999999,0.5333,0,3,7,0.4,3,3,0.5
1,0,0,0,4,2.0,3,118,11,0,1,1,2.0,1087.0,1091.0,4.0,1,1,2.0,2.0,0.9963,0.5,0,1,1,0.3333,1,1,0.5
0,7,5,1,2,1.0,0,138,15,0,0,3,4.0,14505.0,23518.0,7.0,1,0,0.0,1.0,0.6167999999999999,0.6667,0,0,2,0.4444,5,0,0.75
0,0,0,0,2,0.0,2,231,4,0,1,1,1.0,851.0,890.0,6.0,0,0,1.0,1.0,0.9562,0.28569999999999995,0,0,2,0.1429,0,0,1.0
0,0,0,0,4,0.0,1,148,5,0,3,4,13.0,15456.0,18561.0,17.0,6,5,3.0,3.0,0.8327,0.3913,3,7,10,0.5651999999999999,7,8,0.3077
1,0,0,0,10,1.0,3,87,3,1,2,4,11.0,16223.0,19849.0,13.0,0,0,4.0,7.0,0.8172999999999999,0.6,2,0,1,0.7333,0,1,0.3636
0,5,5,0,2,1.0,5,114,5,0,2,2,3.0,7852.0,9221.0,4.0,0,0,2.0,2.0,0.8514999999999999,0.75,0,0,0,0.75,3,0,0.6667
0,0,0,0,1,1.0,2,162,5,0,1,3,6.0,23139.0,43352.0,9.0,0,0,3.0,3.0,0.5337,0.6364,0,0,1,0.5455,0,0,0.5
0,2,0,0,4,2.0,3,151,5,0,3,4,13.0,42981.0,52684.0,24.0,1,1,8.0,9.0,0.8158,0.3704,3,1,6,0.4815,1,1,0.3077
0,0,0,0,4,1.0,11,258,5,0,4,7,6.0,14164.0,15874.0,23.0,0,0,4.0,4.0,0.8923,0.5,0,0,1,0.25,0,0,1.1666999999999998
1,4,1,1,2,0.0,5,201,22,0,0,1,1.0,0.0,0.0,2.0,1,0,0.0,0.0,0.0,0.3333,0,0,2,0.3333,1,0,1.0
0,3,3,0,0,11.0,1,295,10,0,1,1,3.0,903.0,1004.0,5.0,1,1,1.0,1.0,0.8994,0.3333,2,1,2,0.5,3,2,0.3333
1,3,1,0,4,1.0,3,234,30,0,0,0,5.0,11288.0,21709.0,6.0,3,2,3.0,4.0,0.5199999999999999,0.1818,2,4,5,0.4545,5,5,0.0
0,2,0,0,2,2.0,5,165,10,0,1,5,10.0,4664.0,15497.0,17.0,0,0,0.0,2.0,0.301,0.5713999999999999,3,0,3,0.4762,1,0,0.5
0,0,0,0,1,0.0,3,116,7,0,1,3,5.0,18696.0,21509.0,8.0,0,0,2.0,2.0,0.8692,0.4,0,1,4,0.5,1,1,0.6
0,0,0,0,2,4.0,1,121,13,0,0,4,7.0,26115.0,39464.0,19.0,2,0,3.0,4.0,0.6617,0.381,3,0,7,0.3333,0,0,0.5713999999999999
0,1,0,0,0,9999.0,0,228,77,0,0,0,1.0,509.0,2300.0,5.0,0,0,0.0,0.0,0.2213,0.1667,0,0,0,0.1667,0,0,0.0
0,1,0,1,1,5.0,2,178,19,0,0,1,5.0,17874.0,24691.0,9.0,12,1,2.0,3.0,0.7239,0.3636,0,1,13,0.2273,1,1,0.2
0,3,3,0,6,1.0,2,63,8,0,2,4,6.0,20248.0,27636.0,11.0,0,0,3.0,3.0,0.7326999999999999,0.6667,0,0,0,0.5,1,0,0.6667
0,1,0,0,0,13.0,1,122,16,0,0,2,7.0,6929.0,24076.0,10.0,0,0,3.0,4.0,0.28779999999999994,0.8332999999999999,0,0,0,0.5832999999999999,0,0,0.28569999999999995
0,0,0,0,3,2.0,1,352,2,1,5,6,16.0,21883.0,56866.0,24.0,0,0,3.0,4.0,0.3848,0.5925999999999999,0,0,0,0.5925999999999999,0,0,0.375
