ID,TLTimeFirst,TLCnt03,TLSatCnt,TLDel60Cnt,TL75UtilCnt,TLBalHCPct,TLSatPct,TLDel3060Cnt24,TLOpen24Pct
4296,107,0,14.0,0,9.0,0.9822,0.6470999999999999,1,0.4167
4322,225,0,22.0,0,4.0,0.5681999999999999,0.8261,0,0.2143
4323,372,0,26.0,0,4.0,0.6007999999999999,0.6667,0,0.1176
4408,124,0,22.0,0,8.0,0.9362,0.7082999999999999,1,0.75
4426,98,0,3.0,2,0.0,0.0,0.2,0,0.0
4453,254,0,30.0,0,3.0,0.29379999999999995,0.7813,0,0.2083
4458,230,1,27.0,0,2.0,0.4115,0.6333,2,0.2632
4470,42,1,3.0,1,2.0,0.7972999999999999,0.4286,0,1.0
4506,104,1,13.0,0,4.0,0.7754,0.75,0,1.1111
4573,270,1,13.0,0,2.0,0.7292,0.7142999999999999,0,0.5713999999999999
4599,277,0,14.0,0,2.0,0.5520999999999999,0.7333,0,0.0909
4626,285,2,12.0,7,4.0,0.7081,0.3333,0,0.6667
4693,226,0,13.0,1,3.0,0.9588,0.2667,3,0.6667
4734,93,0,24.0,2,7.0,0.6087999999999999,0.5172,3,0.1053
4806,152,1,9.0,1,2.0,0.8909999999999999,0.3077,0,1.0
4812,183,3,27.0,0,7.0,0.7362,0.6071,0,0.6154
4860,446,0,33.0,0,5.0,0.5135,0.7837999999999999,3,0.34619999999999995
4973,187,0,5.0,5,1.0,0.7905,0.2,0,0.3333
5014,337,0,14.0,0,9.0,1.0185,0.3103,3,0.2353
5056,246,1,3.0,2,1.0,1.0,0.1429,2,0.5
5222,185,0,20.0,0,0.0,0.2311,0.75,0,0.3636
5261,134,1,18.0,0,9.0,0.8482999999999999,0.3846,3,0.4375
5311,156,0,28.0,0,1.0,0.1929,0.8928999999999999,0,0.4
5430,89,1,14.0,0,4.0,0.9255,0.375,2,0.8571
5450,109,0,20.0,0,3.0,0.5032,0.5909,0,0.5455
5483,280,0,33.0,0,6.0,0.7166999999999999,0.7273,0,0.1111
5495,251,0,11.0,4,3.0,0.6843999999999999,0.5333,0,0.5
5564,118,0,4.0,1,2.0,0.9963,0.5,0,0.5
5570,138,0,7.0,1,0.0,0.6167999999999999,0.6667,0,0.75
5621,231,0,6.0,0,1.0,0.9562,0.28569999999999995,0,1.0
5639,148,0,17.0,6,3.0,0.8327,0.3913,3,0.3077
5641,87,1,13.0,0,4.0,0.8172999999999999,0.6,2,0.3636
5682,114,0,4.0,0,2.0,0.8514999999999999,0.75,0,0.6667
5723,162,0,9.0,0,3.0,0.5337,0.6364,0,0.5
5739,151,0,24.0,1,8.0,0.8158,0.3704,3,0.3077
5749,258,0,23.0,0,4.0,0.8923,0.5,0,1.1666999999999998
5759,201,0,2.0,1,0.0,0.0,0.3333,0,1.0
5808,295,0,5.0,1,1.0,0.8994,0.3333,2,0.3333
5881,234,0,6.0,3,3.0,0.5199999999999999,0.1818,2,0.0
5893,165,0,17.0,0,0.0,0.301,0.5713999999999999,3,0.5
5924,116,0,8.0,0,2.0,0.8692,0.4,0,0.6
5971,121,0,19.0,2,3.0,0.6617,0.381,3,0.5713999999999999
5981,228,0,5.0,0,0.0,0.2213,0.1667,0,0.0
6056,178,0,9.0,12,2.0,0.7239,0.3636,0,0.2
6088,63,0,11.0,0,3.0,0.7326999999999999,0.6667,0,0.6667
6160,122,0,10.0,0,3.0,0.28779999999999994,0.8332999999999999,0,0.28569999999999995
6227,352,1,24.0,0,3.0,0.3848,0.5925999999999999,0,0.375
6234,237,0,5.0,1,5.0,0.841,0.4444,1,0.4286
6269,495,1,9.0,12,2.0,0.7373,0.0833,0,0.4
6275,200,0,11.0,0,4.0,0.8832,0.5,3,0.6667
6359,118,0,11.0,3,5.0,0.7229,0.6875,0,0.875
6376,167,0,22.0,0,8.0,0.8913,0.3846,3,0.7999999999999999
6380,124,1,23.0,3,3.0,0.563,0.3448,1,0.4
6425,198,0,14.0,1,2.0,0.7281,0.5882,0,1.6666999999999998
6543,234,0,28.0,0,5.0,0.5938,0.7241,0,0.2
6574,74,0,4.0,3,2.0,0.4041,0.1429,2,0.0
6677,132,0,22.0,0,6.0,0.5838,0.6071,0,0.4375
6685,124,1,12.0,15,5.0,0.9159,0.3448,0,0.6667
6754,94,0,14.0,0,0.0,0.0199,0.8571,0,0.8332999999999999
6783,6,0,1.0,0,0.0,0.3224,1.0,0,1.0
6795,199,0,37.0,0,6.0,0.7193999999999999,0.5609999999999999,3,0.3636
6819,119,0,30.0,0,8.0,0.6778,0.6667,0,0.4444
6840,20,0,6.0,0,3.0,0.6084999999999999,1.0,0,1.0
6843,256,0,31.0,0,7.0,0.743,0.6667,0,0.2778
6872,205,3,17.0,0,7.0,0.6168999999999999,0.6086999999999999,0,0.8666999999999999
6902,147,0,19.0,1,1.0,0.4154,0.7826,0,1.0909
6955,322,0,20.0,0,1.0,0.2386,0.7142999999999999,0,0.25
7006,221,0,3.0,0,2.0,0.9000999999999999,1.0,0,0.3333
7140,90,0,8.0,2,2.0,0.8644999999999999,0.1667,2,1.0
7142,148,1,17.0,0,5.0,0.8162999999999999,0.7895,0,0.2308
7155,152,0,8.0,1,0.0,0.4898,0.6,0,2.0
7163,221,1,9.0,5,1.0,0.6773999999999999,0.3333,0,0.3333
7204,214,0,8.0,4,3.0,0.8654,0.25,1,0.25
7214,241,0,9.0,0,3.0,0.7198,0.3333,2,0.4
7232,158,0,23.0,0,2.0,0.4151,0.6154,0,0.5385
7251,152,0,2.0,2,2.0,0.8892,0.25,2,0.3333
7278,246,0,20.0,0,4.0,0.4781,0.5417,1,0.2308
7331,142,0,2.0,1,0.0,0.0,0.6667,0,1.0
7342,240,0,15.0,0,3.0,0.6034999999999999,0.7777999999999999,0,0.7777999999999999
7410,218,0,18.0,0,7.0,0.9704,0.7367999999999999,0,0.4444
7427,102,0,17.0,3,9.0,0.9173,0.4348,3,0.0
7463,302,0,23.0,15,5.0,0.3786,0.2895,3,0.3333
7527,101,0,1.0,7,2.0,0.9108,0.0,2,0.0
7583,180,0,16.0,0,6.0,0.8385999999999999,0.7367999999999999,0,0.1667
7597,108,1,15.0,0,1.0,0.195,0.7059,0,0.4286
7664,90,0,3.0,2,1.0,0.9707,0.4286,0,0.6667
7669,216,0,30.0,0,11.0,0.8736999999999999,0.7333,0,0.1053
7681,143,0,24.0,0,3.0,0.4605,0.5,1,0.4444
7709,190,0,15.0,0,2.0,0.5740999999999999,0.6,0,0.2222
7742,223,0,14.0,0,5.0,0.7951999999999999,0.7142999999999999,0,0.1111
7792,142,0,8.0,0,0.0,0.7418999999999999,0.375,0,0.6667
7841,119,1,31.0,0,0.0,0.014599999999999997,0.6097999999999999,0,0.4
7961,213,0,18.0,0,1.0,0.6194,0.5263,0,0.4286
7968,156,0,2.0,2,2.0,1.0,0.0,3,0.3333
7975,291,0,9.0,0,0.0,0.6295,0.6,0,1.3333
7998,130,0,5.0,3,0.0,0.0,0.25,0,0.5
8082,188,0,1.0,0,0.0,0.2044,0.5,0,0.0
8122,13,0,2.0,0,1.0,1.2233999999999998,1.0,0,1.0
8168,471,0,14.0,0,6.0,0.8405999999999999,0.7059,0,0.0909
8250,165,0,2.0,10,4.0,0.8179,0.07139999999999999,2,0.0
8256,138,0,18.0,0,7.0,0.9717,0.3889,3,0.5
8312,225,0,2.0,3,1.0,1.0,0.4,0,0.5
8366,188,0,7.0,3,2.0,0.7508999999999999,0.4,0,0.1429
8435,53,0,6.0,0,2.0,0.7,1.0,0,0.8332999999999999
8573,132,1,12.0,0,2.0,0.7860999999999999,0.6428999999999999,0,0.5556
8583,248,0,24.0,0,3.0,0.4145,0.6799999999999999,0,0.6154
8599,188,0,11.0,2,1.0,0.7955,0.5713999999999999,1,0.4
8603,158,0,4.0,6,0.0,0.2341,0.2727,0,1.5
8609,175,1,32.0,0,5.0,0.5547,0.3243,2,0.3846
8625,178,0,24.0,0,3.0,0.6672999999999999,0.6922999999999999,0,0.5832999999999999
8636,203,0,9.0,0,1.0,0.8159,0.7777999999999999,0,1.0
8639,154,0,12.0,0,4.0,0.6926,0.8332999999999999,0,0.3
8691,9,0,1.0,0,0.0,0.5399999999999999,1.0,0,1.0
8731,111,1,14.0,9,7.0,0.6408999999999999,0.24,3,0.5556
8848,139,0,0.0,11,3.0,1.0377999999999998,0.0,2,0.6
8946,179,2,30.0,0,5.0,0.5595,0.4688,1,0.3571
8956,177,0,8.0,1,1.0,0.3719,0.6667,0,0.0
8964,51,3,14.0,1,6.0,0.6272,0.6470999999999999,1,0.8332999999999999
8975,184,1,10.0,0,1.0,0.9202,0.5455,0,0.5
9070,162,0,21.0,0,6.0,0.7798999999999999,0.6364,0,0.1667
9071,328,0,36.0,0,14.0,0.8573999999999999,0.7692,0,0.2308
9121,110,3,32.0,0,10.0,0.6136999999999999,0.7027,0,0.4231
9192,189,0,22.0,0,4.0,0.583,0.5333,0,1.2222
9203,777,0,13.0,4,4.0,0.4664,0.1111,3,0.1818
9221,300,1,29.0,0,4.0,0.5656,0.6,0,0.4375
9273,414,0,10.0,1,1.0,1.1827,0.0909,0,0.0
9299,105,0,10.0,2,1.0,0.6335,0.4615,0,0.0
9307,126,2,10.0,0,4.0,0.917,0.2941,3,1.5
9380,117,0,15.0,0,2.0,0.4954,0.7059,0,0.2
9387,128,1,13.0,1,2.0,0.4933,0.6,0,0.8571
9415,64,1,5.0,0,2.0,0.8244999999999999,0.8332999999999999,0,1.0
9421,143,1,25.0,0,7.0,0.8086,0.4643,0,0.5
9508,236,0,22.0,16,4.0,0.7257999999999999,0.359,0,0.6667
9515,105,0,19.0,0,6.0,0.7485999999999999,0.7,0,0.2308
9572,96,1,17.0,1,2.0,0.7307999999999999,0.3158,0,0.25
9578,318,0,11.0,0,3.0,0.7621,0.7273,0,0.1429
9637,46,1,9.0,1,3.0,0.7617999999999999,0.8181999999999999,0,0.4286
9695,169,0,12.0,0,1.0,0.6597,0.4615,0,0.0
9716,25,0,2.0,0,1.0,0.9898,0.6667,0,0.5
9885,124,0,15.0,0,4.0,0.6466999999999999,0.6667,1,0.1667
9940,142,0,24.0,0,6.0,0.7589999999999999,0.5769,0,0.9091
9975,338,0,7.0,10,2.0,0.8302999999999999,0.1667,0,0.3333
9977,54,1,1.0,3,4.0,0.9569,0.0,0,0.5
10032,141,0,17.0,0,6.0,0.7797,0.6841999999999999,0,0.6667
10046,435,0,19.0,0,3.0,0.5723999999999999,0.6499999999999999,2,0.2
10096,149,0,13.0,1,3.0,0.7253999999999999,0.7333,0,0.0
10097,195,0,7.0,3,3.0,0.8893,0.4545,0,0.5
10177,171,0,4.0,7,2.0,0.3552,0.0,3,0.6
10211,212,0,17.0,0,5.0,0.6879,0.5263,0,0.0
10213,89,0,29.0,0,5.0,0.6926,0.7666999999999999,2,0.5789
10298,334,0,7.0,2,0.0,0.726,0.3,0,0.6667
10319,228,0,16.0,0,4.0,0.7999999999999999,0.4118,0,0.375
10328,82,0,5.0,0,1.0,0.7700999999999999,0.4286,2,3.0
10430,206,1,5.0,7,1.0,0.611,0.2308,0,0.75
10438,105,0,11.0,0,0.0,0.1341,0.5713999999999999,0,1.0
10444,71,1,36.0,3,12.0,0.8785,0.5348999999999999,3,0.9375
10486,267,0,18.0,1,2.0,0.5101,0.2273,3,0.0
10509,137,0,11.0,8,6.0,0.7876,0.45,0,0.3333
10514,97,0,8.0,5,4.0,0.4928,0.4,0,0.7142999999999999
10521,151,0,17.0,0,6.0,0.7262,0.5294,3,0.0
10540,118,0,10.0,0,3.0,0.486,0.5333,2,1.6
10632,107,0,7.0,0,2.0,0.5178999999999999,0.1818,3,1.0
10681,142,0,7.0,9,2.0,0.6861999999999999,0.1875,0,0.2
10730,158,0,26.0,2,3.0,0.4501,0.4333,3,0.1818
10748,128,1,17.0,0,3.0,0.6304,0.7367999999999999,1,0.6667
10775,160,1,20.0,0,6.0,0.8607999999999999,0.4643,3,1.0909
10837,216,0,14.0,0,1.0,0.3218,0.9286,0,0.875
10880,355,0,7.0,1,0.0,0.0038,0.625,0,1.0
10922,553,3,11.0,0,6.0,0.8839999999999999,0.4286,1,0.6
10934,256,0,19.0,0,2.0,0.4824,0.8946999999999999,0,0.5
11028,167,0,9.0,1,1.0,0.7543,0.7,0,0.6667
11039,241,0,12.0,2,3.0,0.9151,0.625,0,0.25
11062,163,0,8.0,2,3.0,0.9128,0.3,2,0.5
11105,90,0,2.0,0,1.0,0.7791999999999999,0.0,0,0.5
11135,163,0,29.0,0,8.0,0.7815,0.7097,0,0.2353
11137,161,0,17.0,0,1.0,0.5643999999999999,0.5294,0,0.4286
11207,239,0,21.0,0,2.0,0.6477999999999999,0.34619999999999995,3,0.0
11237,179,0,13.0,2,3.0,0.4193,0.375,2,0.5
11243,41,1,6.0,0,0.0,0.3717,0.8571,0,1.25
11252,217,0,29.0,0,6.0,0.5014,0.7333,0,0.75
11256,215,0,9.0,0,5.0,0.7463,0.7,3,0.3
11258,147,0,23.0,0,2.0,0.5500999999999999,0.5385,0,0.6
11338,117,0,4.0,1,0.0,0.4077,0.5,0,0.0
11451,161,0,21.0,2,3.0,0.5049999999999999,0.4231,0,0.6364
11508,132,1,6.0,1,2.0,0.6023999999999999,0.7142999999999999,0,1.0
11557,300,1,15.0,0,6.0,0.7390000000000001,0.8234999999999999,0,0.6922999999999999
11576,111,0,12.0,1,6.0,0.9851,0.7999999999999999,0,0.8571
11619,99,0,21.0,1,14.0,0.8792,0.7826,0,0.3125
11696,113,1,11.0,0,4.0,0.8032999999999999,0.28569999999999995,1,0.7999999999999999
11716,181,0,3.0,0,0.0,0.5179999999999999,0.5,0,0.5
11748,262,0,11.0,6,2.0,0.3255,0.2222,2,0.0
11815,105,0,20.0,0,8.0,0.7265999999999999,0.6364,1,0.6667
11900,171,1,3.0,3,2.0,0.8886999999999999,0.4286,0,1.0
11918,44,1,5.0,0,2.0,0.8507999999999999,0.5,0,1.0
11975,180,0,14.0,0,2.0,0.3867,0.5333,0,0.6667
11977,189,0,16.0,0,2.0,0.5139999999999999,0.4706,0,0.3333
12170,150,1,15.0,0,4.0,0.8131999999999999,0.7777999999999999,0,0.5556
12173,92,0,27.0,0,4.0,0.6758,0.3571,3,0.4167
12175,102,0,3.0,7,3.0,1.2341,0.2,0,0.75
12191,235,0,15.0,0,7.0,0.7694,0.5333,3,0.0
12224,163,0,18.0,0,3.0,0.7051999999999999,0.5263,1,0.1111
12240,246,0,16.0,1,5.0,0.8002999999999999,0.6667,0,0.3333
12243,214,0,15.0,0,0.0,0.4575,0.5294,2,0.25
12275,199,1,41.0,1,13.0,0.7317999999999999,0.6596,0,0.3704
12388,172,1,10.0,1,2.0,0.7072999999999999,0.2308,3,1.2
12427,38,5,11.0,1,6.0,0.9365,0.7333,0,1.2
12450,138,0,18.0,0,5.0,0.7454,0.3182,3,0.75
12511,201,0,8.0,0,1.0,0.7847999999999999,0.625,1,1.2
12558,35,0,12.0,1,3.0,0.9819,0.7059,0,3.5
12568,144,1,55.0,0,8.0,0.7316999999999999,0.5246,0,0.7
12638,384,0,13.0,0,4.0,0.6635,0.3571,3,0.4
12670,151,0,19.0,2,3.0,0.7558999999999999,0.5199999999999999,0,0.6364
12675,291,0,21.0,0,2.0,0.3421,0.7273,0,0.4
12787,113,0,15.0,0,8.0,0.8768999999999999,0.3889,3,1.0
12874,461,0,25.0,0,3.0,0.3299,0.5199999999999999,3,0.1875
12900,160,0,11.0,0,3.0,0.6113999999999999,0.4615,1,0.625
12986,181,0,13.0,0,6.0,0.31349999999999995,0.7857,0,0.6364
13092,157,0,40.0,0,9.0,0.7257999999999999,0.5455,3,0.6667
13097,115,0,15.0,0,4.0,0.5370999999999999,0.7333,0,0.0
13116,133,0,10.0,2,3.0,0.7763,0.5832999999999999,0,0.5
13136,167,0,23.0,2,4.0,0.8139,0.5,0,0.4444
13164,97,2,38.0,0,4.0,0.5777,0.3636,0,0.9474
13168,80,0,15.0,1,4.0,0.7514,0.625,0,0.625
13184,41,0,2.0,0,1.0,0.9833,0.0,1,0.0
13207,213,1,2.0,1,2.0,0.9444,0.25,0,1.0
13220,375,0,12.0,1,2.0,0.5124,0.1538,3,0.1429
13223,109,2,20.0,1,6.0,0.7312,0.6086999999999999,0,0.8332999999999999
13260,49,0,11.0,0,6.0,0.9252,0.9167,0,0.375
13286,103,0,6.0,9,4.0,0.7624,0.2667,0,0.6
13314,99,1,9.0,1,4.0,0.9256,0.5455,0,0.4286
13327,236,0,19.0,0,7.0,0.8775999999999999,0.6957,0,0.5
13353,160,0,38.0,0,8.0,0.8067,0.575,0,0.25
13382,205,0,2.0,4,1.0,0.5778,0.3333,0,1.0
13425,258,0,8.0,0,4.0,0.3999,0.5455,3,0.7142999999999999
13429,67,1,6.0,0,3.0,1.0087,0.4286,0,0.5
13438,9,1,1.0,0,1.0,0.7999999999999999,0.1667,0,3.0
13567,62,0,7.0,0,3.0,0.7140000000000001,1.0,0,0.5
13590,102,0,5.0,2,1.0,0.8085,0.7142999999999999,0,1.0
13667,103,0,16.0,1,3.0,0.7231,0.6470999999999999,2,0.5713999999999999
13679,221,0,35.0,0,3.0,0.3011,0.6922999999999999,0,0.5789
13695,264,0,19.0,0,5.0,0.8584999999999999,0.4,1,0.7999999999999999
13702,136,0,12.0,0,6.0,0.9395,0.5713999999999999,0,0.7142999999999999
13753,112,0,16.0,2,5.0,0.8452999999999999,0.4167,0,0.625
13759,334,0,17.0,1,3.0,0.8313999999999999,0.5,0,0.5713999999999999
13844,100,0,3.0,2,1.0,0.9161,0.1667,0,1.0
13848,282,0,4.0,5,1.0,0.8242999999999999,0.3333,0,0.6667
13850,100,0,9.0,1,0.0,0.0813,0.1818,1,0.3333
13859,135,0,5.0,2,4.0,0.8262999999999999,0.5713999999999999,2,0.4
13882,217,0,17.0,0,5.0,0.8100999999999999,0.6111,0,0.5
13899,126,0,7.0,4,3.0,0.9403,0.4167,0,1.25
13912,40,0,8.0,0,3.0,0.73,1.0,0,0.875
13956,129,0,20.0,0,3.0,0.4485,0.5237999999999999,2,0.28569999999999995
13970,220,0,6.0,2,2.0,0.7462,0.375,2,1.0
14005,109,0,20.0,0,2.0,0.3522,0.8095,0,0.5
14007,325,0,25.0,0,3.0,0.3733,0.5357,3,0.5
14040,34,1,7.0,0,4.0,0.9246,0.875,0,0.8332999999999999
14072,102,0,8.0,2,1.0,0.706,0.28569999999999995,3,0.8332999999999999
14110,193,0,11.0,1,3.0,0.9686,0.5,3,0.25
14129,136,0,7.0,0,1.0,0.6889,0.25,1,1.0
14170,64,0,8.0,0,2.0,0.7507999999999999,0.875,0,0.75
14220,143,0,6.0,0,2.0,0.8469,0.6667,0,1.0
14305,84,1,10.0,1,2.0,0.9498,0.3571,2,1.4
14408,119,1,18.0,2,9.0,0.7919999999999999,0.6521999999999999,0,0.9286
14449,61,0,1.0,4,2.0,1.3335,0.2,0,0.0
14469,180,0,24.0,0,3.0,0.5671999999999999,0.6206999999999999,0,0.4
14483,153,0,4.0,1,1.0,0.7525,0.5,0,0.6667
14485,72,0,4.0,3,1.0,0.918,0.375,0,1.0
14532,355,0,40.0,0,17.0,0.7058,0.7173999999999999,0,0.3333
14541,103,0,4.0,1,1.0,0.7860999999999999,0.6,0,0.0
14591,410,0,9.0,2,3.0,0.8833,0.4615,0,2.0
14629,327,0,13.0,2,2.0,0.8405999999999999,0.3529,0,1.0
14656,168,0,9.0,7,3.0,0.5720999999999999,0.2778,3,0.7142999999999999
14696,134,0,17.0,1,6.0,0.8153999999999999,0.1905,3,0.4444
14742,178,0,17.0,6,2.0,0.9057,0.2609,0,0.75
14752,240,1,43.0,0,5.0,0.5240999999999999,0.7346999999999999,0,0.6154
14928,111,0,15.0,0,0.0,0.0268,0.4667,0,0.2
14944,162,0,21.0,3,0.0,0.6228999999999999,0.28,0,0.75
15017,155,0,27.0,0,9.0,0.8784,0.6970000000000001,0,1.1333
15060,230,1,12.0,8,5.0,0.9191,0.1905,0,0.3333
15073,55,0,7.0,0,1.0,0.7544,0.6,0,0.6667
15076,99,0,8.0,2,2.0,0.8090999999999999,0.6,0,0.5
